codprov,codmun,codmunotr,nombre,,
1,1001,1001,ALEGRIA-DULANTZI,,"('1001','1001','1','ALEGRIA-DULANTZI'),"
1,1002,1002,AMURRIO,,"('1002','1002','1','AMURRIO'),"
1,1003,1004,ARAMAIO,,"('1003','1004','1','ARAMAIO'),"
1,1004,1005,ARTZINIEGA,,"('1004','1005','1','ARTZINIEGA'),"
1,1006,1007,ARMIÑON,,"('1006','1007','1','ARMIÑON'),"
1,1008,1009,ARRATZUA-UBARRUNDIA,,"('1008','1009','1','ARRATZUA-UBARRUNDIA'),"
1,1009,1010,ASPARRENA,,"('1009','1010','1','ASPARRENA'),"
1,1010,1011,AYALA/AIARA,,"('1010','1011','1','AYALA/AIARA'),"
1,1011,1012,BAÑOS DE EBRO/MAÑUETA,,"('1011','1012','1','BAÑOS DE EBRO/MAÑUETA'),"
1,1013,1014,BARRUNDIA,,"('1013','1014','1','BARRUNDIA'),"
1,1014,1015,BERANTEVILLA,,"('1014','1015','1','BERANTEVILLA'),"
1,1016,0,BERNEDO,,"('1016','0','1','BERNEDO'),"
1,1017,1061,CAMPEZO/KANPEZU,,"('1017','1061','1','CAMPEZO/KANPEZU'),"
1,1018,1018,ZIGOITIA,,"('1018','1018','1','ZIGOITIA'),"
1,1019,1020,KRIPAN,,"('1019','1020','1','KRIPAN'),"
1,1020,1021,KUARTANGO,,"('1020','1021','1','KUARTANGO'),"
1,1021,1022,ELBURGO/BURGELU,,"('1021','1022','1','ELBURGO/BURGELU'),"
1,1022,1023,ELCIEGO,,"('1022','1023','1','ELCIEGO'),"
1,1023,1024,ELVILLAR/BILAR,,"('1023','1024','1','ELVILLAR/BILAR'),"
1,1027,1029,IRURAIZ-GAUNA,,"('1027','1029','1','IRURAIZ-GAUNA'),"
1,1028,1030,LABASTIDA/BASTIDA,,"('1028','1030','1','LABASTIDA/BASTIDA'),"
1,1030,1032,LAGRAN,,"('1030','1032','1','LAGRAN'),"
1,1031,1033,LAGUARDIA,,"('1031','1033','1','LAGUARDIA'),"
1,1032,1034,LANCIEGO/LANTZIEGO,,"('1032','1034','1','LANCIEGO/LANTZIEGO'),"
1,1033,1035,LAPUEBLA DE LABARCA,,"('1033','1035','1','LAPUEBLA DE LABARCA'),"
1,1034,1036,LEZA,,"('1034','1036','1','LEZA'),"
1,1036,1038,LAUDIO/LLODIO,,"('1036','1038','1','LAUDIO/LLODIO'),"
1,1037,1039,ARRAIA-MAEZTU,,"('1037','1039','1','ARRAIA-MAEZTU'),"
1,1039,1042,MOREDA DE ALAVA/MOREDA ARABA,,"('1039','1042','1','MOREDA DE ALAVA/MOREDA ARABA'),"
1,1041,1044,NAVARIDAS,,"('1041','1044','1','NAVARIDAS'),"
1,1042,1045,OKONDO,,"('1042','1045','1','OKONDO'),"
1,1043,1048,OYON-OION,,"('1043','1048','1','OYON-OION'),"
1,1044,1049,PEÑACERRADA-URIZAHARRA,,"('1044','1049','1','PEÑACERRADA-URIZAHARRA'),"
1,1046,1052,ERRIBERAGOITIA/RIBERA ALTA,,"('1046','1052','1','ERRIBERAGOITIA/RIBERA ALTA'),"
1,1047,1053,RIBERA BAJA/ERRIBERA BEITIA,,"('1047','1053','1','RIBERA BAJA/ERRIBERA BEITIA'),"
1,1049,1055,AÑANA,,"('1049','1055','1','AÑANA'),"
1,1051,1057,SALVATIERRA/AGURAIN,,"('1051','1057','1','SALVATIERRA/AGURAIN'),"
1,1052,1058,SAMANIEGO,,"('1052','1058','1','SAMANIEGO'),"
1,1053,1059,SAN MILLAN/DONEMILIAGA,,"('1053','1059','1','SAN MILLAN/DONEMILIAGA'),"
1,1054,1062,URKABUSTAIZ,,"('1054','1062','1','URKABUSTAIZ'),"
1,1055,1063,VALDEGOVIA/GAUBEA,,"('1055','1063','1','VALDEGOVIA/GAUBEA'),"
1,1056,1065,HARANA/VALLE DE ARANA,,"('1056','1065','1','HARANA/VALLE DE ARANA'),"
1,1057,1066,VILLABUENA DE ALAVA/ESKUERNAGA,,"('1057','1066','1','VILLABUENA DE ALAVA/ESKUERNAGA'),"
1,1058,1067,LEGUTIO,,"('1058','1067','1','LEGUTIO'),"
1,1059,1900,VITORIA-GASTEIZ,,"('1059','1900','1','VITORIA-GASTEIZ'),"
1,1060,1069,YECORA/IEKORA,,"('1060','1069','1','YECORA/IEKORA'),"
1,1061,1070,ZALDUONDO,,"('1061','1070','1','ZALDUONDO'),"
1,1062,1071,ZAMBRANA,,"('1062','1071','1','ZAMBRANA'),"
1,1063,1072,ZUIA,,"('1063','1072','1','ZUIA'),"
1,1901,1043,IRUÑA OKA/IRUÑA DE OCA,,"('1901','1043','1','IRUÑA OKA/IRUÑA DE OCA'),"
1,1902,1054,LANTARON,,"('1902','1054','1','LANTARON'),"
2,2001,2001,ABENGIBRE,,"('2001','2001','2','ABENGIBRE'),"
2,2002,2002,ALATOZ,,"('2002','2002','2','ALATOZ'),"
2,2003,2900,ALBACETE,,"('2003','2900','2','ALBACETE'),"
2,2004,2004,ALBATANA,,"('2004','2004','2','ALBATANA'),"
2,2005,2005,ALBOREA,,"('2005','2005','2','ALBOREA'),"
2,2006,2006,ALCADOZO,,"('2006','2006','2','ALCADOZO'),"
2,2007,2007,ALCALA DEL JUCAR,,"('2007','2007','2','ALCALA DEL JUCAR'),"
2,2008,2008,ALCARAZ,,"('2008','2008','2','ALCARAZ'),"
2,2009,2009,ALMANSA,,"('2009','2009','2','ALMANSA'),"
2,2010,2010,ALPERA,,"('2010','2010','2','ALPERA'),"
2,2011,2011,AYNA,,"('2011','2011','2','AYNA'),"
2,2012,2012,BALAZOTE,,"('2012','2012','2','BALAZOTE'),"
2,2013,2013,BALSA DE VES,,"('2013','2013','2','BALSA DE VES'),"
2,2014,2014,BALLESTERO (EL),,"('2014','2014','2','BALLESTERO (EL)'),"
2,2015,2015,BARRAX,,"('2015','2015','2','BARRAX'),"
2,2016,2016,BIENSERVIDA,,"('2016','2016','2','BIENSERVIDA'),"
2,2017,2017,BOGARRA,,"('2017','2017','2','BOGARRA'),"
2,2018,2018,BONETE,,"('2018','2018','2','BONETE'),"
2,2019,2019,BONILLO (EL),,"('2019','2019','2','BONILLO (EL)'),"
2,2020,2020,CARCELEN,,"('2020','2020','2','CARCELEN'),"
2,2021,2021,CASAS DE JUAN NUÑEZ,,"('2021','2021','2','CASAS DE JUAN NUÑEZ'),"
2,2022,2022,CASAS DE LAZARO,,"('2022','2022','2','CASAS DE LAZARO'),"
2,2023,2023,CASAS DE VES,,"('2023','2023','2','CASAS DE VES'),"
2,2024,2024,CASAS-IBAÑEZ,,"('2024','2024','2','CASAS-IBAÑEZ'),"
2,2025,2025,CAUDETE,,"('2025','2025','2','CAUDETE'),"
2,2026,2026,CENIZATE,,"('2026','2026','2','CENIZATE'),"
2,2027,2027,CORRAL-RUBIO,,"('2027','2027','2','CORRAL-RUBIO'),"
2,2028,2028,COTILLAS,,"('2028','2028','2','COTILLAS'),"
2,2029,2029,CHINCHILLA DE MONTE-ARAGON,,"('2029','2029','2','CHINCHILLA DE MONTE-ARAGON'),"
2,2030,2030,ELCHE DE LA SIERRA,,"('2030','2030','2','ELCHE DE LA SIERRA'),"
2,2031,2031,FEREZ,,"('2031','2031','2','FEREZ'),"
2,2032,2032,FUENSANTA,,"('2032','2032','2','FUENSANTA'),"
2,2033,2033,FUENTE-ALAMO,,"('2033','2033','2','FUENTE-ALAMO'),"
2,2034,2034,FUENTEALBILLA,,"('2034','2034','2','FUENTEALBILLA'),"
2,2035,2035,GINETA (LA),,"('2035','2035','2','GINETA (LA)'),"
2,2036,2036,GOLOSALVO,,"('2036','2036','2','GOLOSALVO'),"
2,2037,2037,HELLIN,,"('2037','2037','2','HELLIN'),"
2,2038,2038,HERRERA (LA),,"('2038','2038','2','HERRERA (LA)'),"
2,2039,2039,HIGUERUELA,,"('2039','2039','2','HIGUERUELA'),"
2,2040,2040,HOYA-GONZALO,,"('2040','2040','2','HOYA-GONZALO'),"
2,2041,2041,JORQUERA,,"('2041','2041','2','JORQUERA'),"
2,2042,2042,LETUR,,"('2042','2042','2','LETUR'),"
2,2043,2043,LEZUZA,,"('2043','2043','2','LEZUZA'),"
2,2044,2044,LIETOR,,"('2044','2044','2','LIETOR'),"
2,2045,2045,MADRIGUERAS,,"('2045','2045','2','MADRIGUERAS'),"
2,2046,2046,MAHORA,,"('2046','2046','2','MAHORA'),"
2,2047,2047,MASEGOSO,,"('2047','2047','2','MASEGOSO'),"
2,2048,2048,MINAYA,,"('2048','2048','2','MINAYA'),"
2,2049,2049,MOLINICOS,,"('2049','2049','2','MOLINICOS'),"
2,2050,2050,MONTALVOS,,"('2050','2050','2','MONTALVOS'),"
2,2051,2051,MONTEALEGRE DEL CASTILLO,,"('2051','2051','2','MONTEALEGRE DEL CASTILLO'),"
2,2052,2052,MOTILLEJA,,"('2052','2052','2','MOTILLEJA'),"
2,2053,2053,MUNERA,,"('2053','2053','2','MUNERA'),"
2,2054,2054,NAVAS DE JORQUERA,,"('2054','2054','2','NAVAS DE JORQUERA'),"
2,2055,2055,NERPIO,,"('2055','2055','2','NERPIO'),"
2,2056,2056,ONTUR,,"('2056','2056','2','ONTUR'),"
2,2057,2057,OSSA DE MONTIEL,,"('2057','2057','2','OSSA DE MONTIEL'),"
2,2058,2058,PATERNA DEL MADERA,,"('2058','2058','2','PATERNA DEL MADERA'),"
2,2059,2059,PEÑASCOSA,,"('2059','2059','2','PEÑASCOSA'),"
2,2060,2060,PEÑAS DE SAN PEDRO,,"('2060','2060','2','PEÑAS DE SAN PEDRO'),"
2,2061,2061,PETROLA,,"('2061','2061','2','PETROLA'),"
2,2062,2062,POVEDILLA,,"('2062','2062','2','POVEDILLA'),"
2,2063,2063,POZOHONDO,,"('2063','2063','2','POZOHONDO'),"
2,2064,2064,POZO-LORENTE,,"('2064','2064','2','POZO-LORENTE'),"
2,2065,2065,POZUELO,,"('2065','2065','2','POZUELO'),"
2,2066,2066,RECUEJA (LA),,"('2066','2066','2','RECUEJA (LA)'),"
2,2067,2067,RIOPAR,,"('2067','2067','2','RIOPAR'),"
2,2068,2068,ROBLEDO,,"('2068','2068','2','ROBLEDO'),"
2,2069,2069,RODA (LA),,"('2069','2069','2','RODA (LA)'),"
2,2070,2070,SALOBRE,,"('2070','2070','2','SALOBRE'),"
2,2071,2071,SAN PEDRO,,"('2071','2071','2','SAN PEDRO'),"
2,2072,2072,SOCOVOS,,"('2072','2072','2','SOCOVOS'),"
2,2073,2073,TARAZONA DE LA MANCHA,,"('2073','2073','2','TARAZONA DE LA MANCHA'),"
2,2074,2074,TOBARRA,,"('2074','2074','2','TOBARRA'),"
2,2075,2075,VALDEGANGA,,"('2075','2075','2','VALDEGANGA'),"
2,2076,2076,VIANOS,,"('2076','2076','2','VIANOS'),"
2,2077,2077,VILLA DE VES,,"('2077','2077','2','VILLA DE VES'),"
2,2078,2078,VILLALGORDO DEL JUCAR,,"('2078','2078','2','VILLALGORDO DEL JUCAR'),"
2,2079,2079,VILLAMALEA,,"('2079','2079','2','VILLAMALEA'),"
2,2080,2080,VILLAPALACIOS,,"('2080','2080','2','VILLAPALACIOS'),"
2,2081,2081,VILLARROBLEDO,,"('2081','2081','2','VILLARROBLEDO'),"
2,2082,2082,VILLATOYA,,"('2082','2082','2','VILLATOYA'),"
2,2083,2083,VILLAVALIENTE,,"('2083','2083','2','VILLAVALIENTE'),"
2,2084,2084,VILLAVERDE DE GUADALIMAR,,"('2084','2084','2','VILLAVERDE DE GUADALIMAR'),"
2,2085,2085,VIVEROS,,"('2085','2085','2','VIVEROS'),"
2,2086,2086,YESTE,,"('2086','2086','2','YESTE'),"
2,2901,2087,POZO CAÑADA,,"('2901','2087','2','POZO CAÑADA'),"
3,3001,3001,ATZUBIA,,"('3001','3001','3','ATZUBIA'),"
3,3002,3002,AGOST,,"('3002','3002','3','AGOST'),"
3,3003,3003,AGRES,,"('3003','3003','3','AGRES'),"
3,3004,3004,AIGUES,,"('3004','3004','3','AIGUES'),"
3,3005,3005,ALBATERA,,"('3005','3005','3','ALBATERA'),"
3,3006,3006,ALCALALI,,"('3006','3006','3','ALCALALI'),"
3,3007,3007,ALCOCER DE PLANES,,"('3007','3007','3','ALCOCER DE PLANES'),"
3,3008,3008,ALCOLEJA,,"('3008','3008','3','ALCOLEJA'),"
3,3009,3009,ALCOY/ALCOI,,"('3009','3009','3','ALCOY/ALCOI'),"
3,3010,3010,ALFAFARA,,"('3010','3010','3','ALFAFARA'),"
3,3011,3011,ALFAS DEL PI (L'),,"('3011','3011','3','ALFAS DEL PI (L')'),"
3,3012,3012,ALGORFA,,"('3012','3012','3','ALGORFA'),"
3,3013,3013,ALGUEÑA,,"('3013','3013','3','ALGUEÑA'),"
3,3014,3900,ALICANTE/ALACANT,,"('3014','3900','3','ALICANTE/ALACANT'),"
3,3015,3015,ALMORADI,,"('3015','3015','3','ALMORADI'),"
3,3016,3016,ALMUDAINA,,"('3016','3016','3','ALMUDAINA'),"
3,3017,3017,ALQUERIA D'ASNAR (L'),,"('3017','3017','3','ALQUERIA D'ASNAR (L')'),"
3,3018,3018,ALTEA,,"('3018','3018','3','ALTEA'),"
3,3019,3019,ASPE,,"('3019','3019','3','ASPE'),"
3,3020,3020,BALONES,,"('3020','3020','3','BALONES'),"
3,3021,3021,BANYERES DE MARIOLA,,"('3021','3021','3','BANYERES DE MARIOLA'),"
3,3022,3022,BENASAU,,"('3022','3022','3','BENASAU'),"
3,3023,3023,BENEIXAMA,,"('3023','3023','3','BENEIXAMA'),"
3,3024,3024,BENEJUZAR,,"('3024','3024','3','BENEJUZAR'),"
3,3025,3025,BENFERRI,,"('3025','3025','3','BENFERRI'),"
3,3026,3026,BENIARBEIG,,"('3026','3026','3','BENIARBEIG'),"
3,3027,3027,BENIARDA,,"('3027','3027','3','BENIARDA'),"
3,3028,3028,BENIARRES,,"('3028','3028','3','BENIARRES'),"
3,3029,3029,BENIGEMBLA,,"('3029','3029','3','BENIGEMBLA'),"
3,3030,3030,BENIDOLEIG,,"('3030','3030','3','BENIDOLEIG'),"
3,3031,3031,BENIDORM,,"('3031','3031','3','BENIDORM'),"
3,3032,3032,BENIFALLIM,,"('3032','3032','3','BENIFALLIM'),"
3,3033,3033,BENIFATO,,"('3033','3033','3','BENIFATO'),"
3,3034,3034,BENIJOFAR,,"('3034','3034','3','BENIJOFAR'),"
3,3035,3035,BENILLOBA,,"('3035','3035','3','BENILLOBA'),"
3,3036,3036,BENILLUP,,"('3036','3036','3','BENILLUP'),"
3,3037,3037,BENIMANTELL,,"('3037','3037','3','BENIMANTELL'),"
3,3038,3038,BENIMARFULL,,"('3038','3038','3','BENIMARFULL'),"
3,3039,3039,BENIMASSOT,,"('3039','3039','3','BENIMASSOT'),"
3,3040,3040,BENIMELI,,"('3040','3040','3','BENIMELI'),"
3,3041,3041,BENISSA,,"('3041','3041','3','BENISSA'),"
3,3042,3042,BENITACHELL/POBLE NOU DE BENITATXELL (EL),,"('3042','3042','3','BENITACHELL/POBLE NOU DE BENITATXELL (EL)'),"
3,3043,3043,BIAR,,"('3043','3043','3','BIAR'),"
3,3044,3044,BIGASTRO,,"('3044','3044','3','BIGASTRO'),"
3,3045,3045,BOLULLA,,"('3045','3045','3','BOLULLA'),"
3,3046,3046,BUSOT,,"('3046','3046','3','BUSOT'),"
3,3047,3047,CALP,,"('3047','3047','3','CALP'),"
3,3048,3048,CALLOSA D'EN SARRIA,,"('3048','3048','3','CALLOSA D'EN SARRIA'),"
3,3049,3049,CALLOSA DE SEGURA,,"('3049','3049','3','CALLOSA DE SEGURA'),"
3,3050,3050,CAMPELLO (EL),,"('3050','3050','3','CAMPELLO (EL)'),"
3,3051,3051,CAMPO DE MIRRA/CAMP DE MIRRA (EL),,"('3051','3051','3','CAMPO DE MIRRA/CAMP DE MIRRA (EL)'),"
3,3052,3052,CAÑADA,,"('3052','3052','3','CAÑADA'),"
3,3053,3053,CASTALLA,,"('3053','3053','3','CASTALLA'),"
3,3054,3054,CASTELL DE CASTELLS,,"('3054','3054','3','CASTELL DE CASTELLS'),"
3,3055,3055,CATRAL,,"('3055','3055','3','CATRAL'),"
3,3056,3056,COCENTAINA,,"('3056','3056','3','COCENTAINA'),"
3,3057,3057,CONFRIDES,,"('3057','3057','3','CONFRIDES'),"
3,3058,3058,COX,,"('3058','3058','3','COX'),"
3,3059,3059,CREVILLENT,,"('3059','3059','3','CREVILLENT'),"
3,3060,3060,QUATRETONDETA,,"('3060','3060','3','QUATRETONDETA'),"
3,3061,3061,DAYA NUEVA,,"('3061','3061','3','DAYA NUEVA'),"
3,3062,3062,DAYA VIEJA,,"('3062','3062','3','DAYA VIEJA'),"
3,3063,3063,DENIA,,"('3063','3063','3','DENIA'),"
3,3064,3064,DOLORES,,"('3064','3064','3','DOLORES'),"
3,3065,3065,ELCHE/ELX,,"('3065','3065','3','ELCHE/ELX'),"
3,3066,3066,ELDA,,"('3066','3066','3','ELDA'),"
3,3067,3067,FACHECA,,"('3067','3067','3','FACHECA'),"
3,3068,3068,FAMORCA,,"('3068','3068','3','FAMORCA'),"
3,3069,3069,FINESTRAT,,"('3069','3069','3','FINESTRAT'),"
3,3070,3070,FORMENTERA DEL SEGURA,,"('3070','3070','3','FORMENTERA DEL SEGURA'),"
3,3071,3071,GATA DE GORGOS,,"('3071','3071','3','GATA DE GORGOS'),"
3,3072,3072,GAIANES,,"('3072','3072','3','GAIANES'),"
3,3073,3073,GORGA,,"('3073','3073','3','GORGA'),"
3,3074,3074,GRANJA DE ROCAMORA,,"('3074','3074','3','GRANJA DE ROCAMORA'),"
3,3075,3075,CASTELL DE GUADALEST (EL),,"('3075','3075','3','CASTELL DE GUADALEST (EL)'),"
3,3076,3076,GUARDAMAR DEL SEGURA,,"('3076','3076','3','GUARDAMAR DEL SEGURA'),"
3,3077,3077,FONDO DE LES NEUS (EL)/HONDON DE LAS NIEVES,,"('3077','3077','3','FONDO DE LES NEUS (EL)/HONDON DE LAS NIEVES'),"
3,3078,3078,HONDON DE LOS FRAILES,,"('3078','3078','3','HONDON DE LOS FRAILES'),"
3,3079,3079,IBI,,"('3079','3079','3','IBI'),"
3,3080,3080,JACARILLA,,"('3080','3080','3','JACARILLA'),"
3,3081,3081,XALO,,"('3081','3081','3','XALO'),"
3,3082,3082,JAVEA/XABIA,,"('3082','3082','3','JAVEA/XABIA'),"
3,3083,3083,JIJONA/XIXONA,,"('3083','3083','3','JIJONA/XIXONA'),"
3,3084,3084,LORCHA/ORXA (L'),,"('3084','3084','3','LORCHA/ORXA (L')'),"
3,3085,3085,LLIBER,,"('3085','3085','3','LLIBER'),"
3,3086,3086,MILLENA,,"('3086','3086','3','MILLENA'),"
3,3088,3088,MONFORTE DEL CID,,"('3088','3088','3','MONFORTE DEL CID'),"
3,3089,3089,MONOVAR/MONOVER,,"('3089','3089','3','MONOVAR/MONOVER'),"
3,3090,3090,MUTXAMEL,,"('3090','3090','3','MUTXAMEL'),"
3,3091,3091,MURLA,,"('3091','3091','3','MURLA'),"
3,3092,3092,MURO DE ALCOY,,"('3092','3092','3','MURO DE ALCOY'),"
3,3093,3093,NOVELDA,,"('3093','3093','3','NOVELDA'),"
3,3094,3094,NUCIA (LA),,"('3094','3094','3','NUCIA (LA)'),"
3,3095,3095,ONDARA,,"('3095','3095','3','ONDARA'),"
3,3096,3096,ONIL,,"('3096','3096','3','ONIL'),"
3,3097,3097,ORBA,,"('3097','3097','3','ORBA'),"
3,3098,3098,ORXETA,,"('3098','3098','3','ORXETA'),"
3,3099,3099,ORIHUELA,,"('3099','3099','3','ORIHUELA'),"
3,3100,3100,PARCENT,,"('3100','3100','3','PARCENT'),"
3,3101,3101,PEDREGUER,,"('3101','3101','3','PEDREGUER'),"
3,3102,3102,PEGO,,"('3102','3102','3','PEGO'),"
3,3103,3103,PENAGUILA,,"('3103','3103','3','PENAGUILA'),"
3,3104,3104,PETRER,,"('3104','3104','3','PETRER'),"
3,3105,3105,PINOS (EL)/PINOSO,,"('3105','3105','3','PINOS (EL)/PINOSO'),"
3,3106,3106,PLANES,,"('3106','3106','3','PLANES'),"
3,3107,3107,POLOP,,"('3107','3107','3','POLOP'),"
3,3109,3109,RAFAL,,"('3109','3109','3','RAFAL'),"
3,3110,3110,RAFOL D'ALMUNIA (EL),,"('3110','3110','3','RAFOL D'ALMUNIA (EL)'),"
3,3111,3111,REDOVAN,,"('3111','3111','3','REDOVAN'),"
3,3112,3112,RELLEU,,"('3112','3112','3','RELLEU'),"
3,3113,3113,ROJALES,,"('3113','3113','3','ROJALES'),"
3,3114,3114,ROMANA (LA),,"('3114','3114','3','ROMANA (LA)'),"
3,3115,3115,SAGRA,,"('3115','3115','3','SAGRA'),"
3,3116,3116,SALINAS,,"('3116','3116','3','SALINAS'),"
3,3117,3117,SANET Y NEGRALS,,"('3117','3117','3','SANET Y NEGRALS'),"
3,3118,3118,SAN FULGENCIO,,"('3118','3118','3','SAN FULGENCIO'),"
3,3119,3119,SANT JOAN D'ALACANT,,"('3119','3119','3','SANT JOAN D'ALACANT'),"
3,3120,3120,SAN MIGUEL DE SALINAS,,"('3120','3120','3','SAN MIGUEL DE SALINAS'),"
3,3121,3121,SANTA POLA,,"('3121','3121','3','SANTA POLA'),"
3,3122,3122,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,,"('3122','3122','3','SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG'),"
3,3123,3123,SAX,,"('3123','3123','3','SAX'),"
3,3124,3124,SELLA,,"('3124','3124','3','SELLA'),"
3,3125,3125,SENIJA,,"('3125','3125','3','SENIJA'),"
3,3127,3127,TARBENA,,"('3127','3127','3','TARBENA'),"
3,3128,3128,TEULADA,,"('3128','3128','3','TEULADA'),"
3,3129,3129,TIBI,,"('3129','3129','3','TIBI'),"
3,3130,3130,TOLLOS,,"('3130','3130','3','TOLLOS'),"
3,3131,3131,TORMOS,,"('3131','3131','3','TORMOS'),"
3,3132,3132,TORREMANZANAS/TORRE DE LES MAÇANES (LA),,"('3132','3132','3','TORREMANZANAS/TORRE DE LES MAÇANES (LA)'),"
3,3133,3133,TORREVIEJA,,"('3133','3133','3','TORREVIEJA'),"
3,3134,3134,VALL D'ALCALA (LA),,"('3134','3134','3','VALL D'ALCALA (LA)'),"
3,3135,3135,VALL D'EBO (LA),,"('3135','3135','3','VALL D'EBO (LA)'),"
3,3136,3136,VALL DE GALLINERA,,"('3136','3136','3','VALL DE GALLINERA'),"
3,3137,3137,VALL DE LAGUAR (LA),,"('3137','3137','3','VALL DE LAGUAR (LA)'),"
3,3138,3138,VERGER (EL),,"('3138','3138','3','VERGER (EL)'),"
3,3139,3139,VILLAJOYOSA/VILA JOIOSA (LA),,"('3139','3139','3','VILLAJOYOSA/VILA JOIOSA (LA)'),"
3,3140,3140,VILLENA,,"('3140','3140','3','VILLENA'),"
3,3901,3126,POBLETS (ELS),,"('3901','3126','3','POBLETS (ELS)'),"
3,3902,3142,PILAR DE LA HORADADA,,"('3902','3142','3','PILAR DE LA HORADADA'),"
3,3903,3141,MONTESINOS (LOS),,"('3903','3141','3','MONTESINOS (LOS)'),"
3,3904,3143,SAN ISIDRO,,"('3904','3143','3','SAN ISIDRO'),"
4,4001,4001,ABLA,,"('4001','4001','4','ABLA'),"
4,4002,4002,ABRUCENA,,"('4002','4002','4','ABRUCENA'),"
4,4003,4003,ADRA,,"('4003','4003','4','ADRA'),"
4,4004,4004,ALBANCHEZ,,"('4004','4004','4','ALBANCHEZ'),"
4,4005,4005,ALBOLODUY,,"('4005','4005','4','ALBOLODUY'),"
4,4006,4006,ALBOX,,"('4006','4006','4','ALBOX'),"
4,4007,4007,ALCOLEA,,"('4007','4007','4','ALCOLEA'),"
4,4008,4008,ALCONTAR,,"('4008','4008','4','ALCONTAR'),"
4,4009,4009,ALCUDIA DE MONTEAGUD,,"('4009','4009','4','ALCUDIA DE MONTEAGUD'),"
4,4010,4010,ALHABIA,,"('4010','4010','4','ALHABIA'),"
4,4011,4011,ALHAMA DE ALMERIA,,"('4011','4011','4','ALHAMA DE ALMERIA'),"
4,4012,4012,ALICUN,,"('4012','4012','4','ALICUN'),"
4,4013,4900,ALMERIA,,"('4013','4900','4','ALMERIA'),"
4,4014,4014,ALMOCITA,,"('4014','4014','4','ALMOCITA'),"
4,4015,4015,ALSODUX,,"('4015','4015','4','ALSODUX'),"
4,4016,4016,ANTAS,,"('4016','4016','4','ANTAS'),"
4,4017,4017,ARBOLEAS,,"('4017','4017','4','ARBOLEAS'),"
4,4018,4018,ARMUÑA DE ALMANZORA,,"('4018','4018','4','ARMUÑA DE ALMANZORA'),"
4,4019,4019,BACARES,,"('4019','4019','4','BACARES'),"
4,4020,4020,BAYARCAL,,"('4020','4020','4','BAYARCAL'),"
4,4021,4021,BAYARQUE,,"('4021','4021','4','BAYARQUE'),"
4,4022,4022,BEDAR,,"('4022','4022','4','BEDAR'),"
4,4023,4023,BEIRES,,"('4023','4023','4','BEIRES'),"
4,4024,4024,BENAHADUX,,"('4024','4024','4','BENAHADUX'),"
4,4026,4026,BENITAGLA,,"('4026','4026','4','BENITAGLA'),"
4,4027,4027,BENIZALON,,"('4027','4027','4','BENIZALON'),"
4,4028,4028,BENTARIQUE,,"('4028','4028','4','BENTARIQUE'),"
4,4029,4029,BERJA,,"('4029','4029','4','BERJA'),"
4,4030,4030,CANJAYAR,,"('4030','4030','4','CANJAYAR'),"
4,4031,4031,CANTORIA,,"('4031','4031','4','CANTORIA'),"
4,4032,4032,CARBONERAS,,"('4032','4032','4','CARBONERAS'),"
4,4033,4033,CASTRO DE FILABRES,,"('4033','4033','4','CASTRO DE FILABRES'),"
4,4034,4034,COBDAR,,"('4034','4034','4','COBDAR'),"
4,4035,4035,CUEVAS DEL ALMANZORA,,"('4035','4035','4','CUEVAS DEL ALMANZORA'),"
4,4036,4036,CHERCOS,,"('4036','4036','4','CHERCOS'),"
4,4037,4037,CHIRIVEL,,"('4037','4037','4','CHIRIVEL'),"
4,4038,4038,DALIAS,,"('4038','4038','4','DALIAS'),"
4,4041,4041,ENIX,,"('4041','4041','4','ENIX'),"
4,4043,4043,FELIX,,"('4043','4043','4','FELIX'),"
4,4044,4044,FINES,,"('4044','4044','4','FINES'),"
4,4045,4045,FIÑANA,,"('4045','4045','4','FIÑANA'),"
4,4046,4046,FONDON,,"('4046','4046','4','FONDON'),"
4,4047,4047,GADOR,,"('4047','4047','4','GADOR'),"
4,4048,4048,GALLARDOS (LOS),,"('4048','4048','4','GALLARDOS (LOS)'),"
4,4049,4049,GARRUCHA,,"('4049','4049','4','GARRUCHA'),"
4,4050,4050,GERGAL,,"('4050','4050','4','GERGAL'),"
4,4051,4051,HUECIJA,,"('4051','4051','4','HUECIJA'),"
4,4052,4052,HUERCAL DE ALMERIA,,"('4052','4052','4','HUERCAL DE ALMERIA'),"
4,4053,4053,HUERCAL-OVERA,,"('4053','4053','4','HUERCAL-OVERA'),"
4,4054,4054,ILLAR,,"('4054','4054','4','ILLAR'),"
4,4055,4055,INSTINCION,,"('4055','4055','4','INSTINCION'),"
4,4056,4056,LAROYA,,"('4056','4056','4','LAROYA'),"
4,4057,4057,LAUJAR DE ANDARAX,,"('4057','4057','4','LAUJAR DE ANDARAX'),"
4,4058,4058,LIJAR,,"('4058','4058','4','LIJAR'),"
4,4059,4059,LUBRIN,,"('4059','4059','4','LUBRIN'),"
4,4060,4060,LUCAINENA DE LAS TORRES,,"('4060','4060','4','LUCAINENA DE LAS TORRES'),"
4,4061,4061,LUCAR,,"('4061','4061','4','LUCAR'),"
4,4062,4062,MACAEL,,"('4062','4062','4','MACAEL'),"
4,4063,4063,MARIA,,"('4063','4063','4','MARIA'),"
