codprov,codmun,codmunotr,nombre,,
17,17029,17032,BOADELLA I LES ESCAULES,,"('17029','17032','17','BOADELLA I LES ESCAULES'),"
17,17030,17033,CABANES,,"('17030','17033','17','CABANES'),"
17,17031,17034,CABANELLES,,"('17031','17034','17','CABANELLES'),"
17,17032,17035,CADAQUES,,"('17032','17035','17','CADAQUES'),"
17,17033,17037,CALDES DE MALAVELLA,,"('17033','17037','17','CALDES DE MALAVELLA'),"
17,17034,17038,CALONGE,,"('17034','17038','17','CALONGE'),"
17,17035,17039,CAMOS,,"('17035','17039','17','CAMOS'),"
17,17036,17040,CAMPDEVANOL,,"('17036','17040','17','CAMPDEVANOL'),"
17,17037,17041,CAMPELLES,,"('17037','17041','17','CAMPELLES'),"
17,17038,17042,CAMPLLONG,,"('17038','17042','17','CAMPLLONG'),"
17,17039,17043,CAMPRODON,,"('17039','17043','17','CAMPRODON'),"
17,17040,17044,CANET D'ADRI,,"('17040','17044','17','CANET D'ADRI'),"
17,17041,17045,CANTALLOPS,,"('17041','17045','17','CANTALLOPS'),"
17,17042,17046,CAPMANY,,"('17042','17046','17','CAPMANY'),"
17,17043,17047,QUERALBS,,"('17043','17047','17','QUERALBS'),"
17,17044,17049,CASSA DE LA SELVA,,"('17044','17049','17','CASSA DE LA SELVA'),"
17,17046,17051,CASTELLFOLLIT DE LA ROCA,,"('17046','17051','17','CASTELLFOLLIT DE LA ROCA'),"
17,17047,17052,CASTELLO D'EMPURIES,,"('17047','17052','17','CASTELLO D'EMPURIES'),"
17,17048,17053,CASTELL-PLATJA D'ARO,,"('17048','17053','17','CASTELL-PLATJA D'ARO'),"
17,17049,17054,CELRA,,"('17049','17054','17','CELRA'),"
17,17050,17055,CERVIA DE TER,,"('17050','17055','17','CERVIA DE TER'),"
17,17051,17056,CISTELLA,,"('17051','17056','17','CISTELLA'),"
17,17052,17057,SIURANA,,"('17052','17057','17','SIURANA'),"
17,17054,17059,COLERA,,"('17054','17059','17','COLERA'),"
17,17055,17060,COLOMERS,,"('17055','17060','17','COLOMERS'),"
17,17056,17061,CORNELLA DEL TERRI,,"('17056','17061','17','CORNELLA DEL TERRI'),"
17,17057,17062,CORÇA,,"('17057','17062','17','CORÇA'),"
17,17058,17063,CRESPIA,,"('17058','17063','17','CRESPIA'),"
17,17060,17065,DARNIUS,,"('17060','17065','17','DARNIUS'),"
17,17061,17066,DAS,,"('17061','17066','17','DAS'),"
17,17062,17068,ESCALA (L'),,"('17062','17068','17','ESCALA (L')'),"
17,17063,17069,ESPINELVES,,"('17063','17069','17','ESPINELVES'),"
17,17064,17070,ESPOLLA,,"('17064','17070','17','ESPOLLA'),"
17,17065,17071,ESPONELLA,,"('17065','17071','17','ESPONELLA'),"
17,17066,17072,FIGUERES,,"('17066','17072','17','FIGUERES'),"
17,17067,17073,FLAÇA,,"('17067','17073','17','FLAÇA'),"
17,17068,17074,FOIXA,,"('17068','17074','17','FOIXA'),"
17,17069,17036,FONTANALS DE CERDANYA,,"('17069','17036','17','FONTANALS DE CERDANYA'),"
17,17070,17075,FONTANILLES,,"('17070','17075','17','FONTANILLES'),"
17,17071,17076,FONTCOBERTA,,"('17071','17076','17','FONTCOBERTA'),"
17,17073,17078,FORNELLS DE LA SELVA,,"('17073','17078','17','FORNELLS DE LA SELVA'),"
17,17074,17079,FORTIA,,"('17074','17079','17','FORTIA'),"
17,17075,17081,GARRIGAS,,"('17075','17081','17','GARRIGAS'),"
17,17076,17082,GARRIGOLES,,"('17076','17082','17','GARRIGOLES'),"
17,17077,17083,GARRIGUELLA,,"('17077','17083','17','GARRIGUELLA'),"
17,17078,17084,GER,,"('17078','17084','17','GER'),"
17,17079,17900,GIRONA,,"('17079','17900','17','GIRONA'),"
17,17080,17086,GOMBREN,,"('17080','17086','17','GOMBREN'),"
17,17081,17087,GUALTA,,"('17081','17087','17','GUALTA'),"
17,17082,17088,GUILS DE CERDANYA,,"('17082','17088','17','GUILS DE CERDANYA'),"
17,17083,17089,HOSTALRIC,,"('17083','17089','17','HOSTALRIC'),"
17,17084,17090,ISOVOL,,"('17084','17090','17','ISOVOL'),"
17,17085,17091,JAFRE,,"('17085','17091','17','JAFRE'),"
17,17086,17093,JONQUERA (LA),,"('17086','17093','17','JONQUERA (LA)'),"
17,17087,17094,JUIA,,"('17087','17094','17','JUIA'),"
17,17088,17095,LLADO,,"('17088','17095','17','LLADO'),"
17,17089,17096,LLAGOSTERA,,"('17089','17096','17','LLAGOSTERA'),"
17,17090,17097,LLAMBILLES,,"('17090','17097','17','LLAMBILLES'),"
17,17091,17098,LLANARS,,"('17091','17098','17','LLANARS'),"
17,17092,17099,LLANÇA,,"('17092','17099','17','LLANÇA'),"
17,17093,17100,LLERS,,"('17093','17100','17','LLERS'),"
17,17094,17101,LLIVIA,,"('17094','17101','17','LLIVIA'),"
17,17095,17102,LLORET DE MAR,,"('17095','17102','17','LLORET DE MAR'),"
17,17096,17103,LLOSSES (LES),,"('17096','17103','17','LLOSSES (LES)'),"
17,17097,17104,MADREMANYA,,"('17097','17104','17','MADREMANYA'),"
17,17098,17110,MAIA DE MONTCAL,,"('17098','17110','17','MAIA DE MONTCAL'),"
17,17099,17105,MERANGES,,"('17099','17105','17','MERANGES'),"
17,17100,17106,MASARAC,,"('17100','17106','17','MASARAC'),"
17,17101,17107,MASSANES,,"('17101','17107','17','MASSANES'),"
17,17102,17108,MAÇANET DE CABRENYS,,"('17102','17108','17','MAÇANET DE CABRENYS'),"
17,17103,17109,MAÇANET DE LA SELVA,,"('17103','17109','17','MAÇANET DE LA SELVA'),"
17,17105,17112,MIERES,,"('17105','17112','17','MIERES'),"
17,17106,17113,MOLLET DE PERALADA,,"('17106','17113','17','MOLLET DE PERALADA'),"
17,17107,17114,MOLLO,,"('17107','17114','17','MOLLO'),"
17,17109,17116,MONTAGUT I OIX,,"('17109','17116','17','MONTAGUT I OIX'),"
17,17110,17117,MONT-RAS,,"('17110','17117','17','MONT-RAS'),"
17,17111,17118,NAVATA,,"('17111','17118','17','NAVATA'),"
17,17112,17119,OGASSA,,"('17112','17119','17','OGASSA'),"
17,17114,17121,OLOT,,"('17114','17121','17','OLOT'),"
17,17115,17122,ORDIS,,"('17115','17122','17','ORDIS'),"
17,17116,17123,OSOR,,"('17116','17123','17','OSOR'),"
17,17117,17124,PALAFRUGELL,,"('17117','17124','17','PALAFRUGELL'),"
17,17118,17125,PALAMOS,,"('17118','17125','17','PALAMOS'),"
17,17119,17126,PALAU DE SANTA EULALIA,,"('17119','17126','17','PALAU DE SANTA EULALIA'),"
17,17120,17127,PALAU-SAVERDERA,,"('17120','17127','17','PALAU-SAVERDERA'),"
17,17121,17129,PALAU-SATOR,,"('17121','17129','17','PALAU-SATOR'),"
17,17123,17131,PALOL DE REVARDIT,,"('17123','17131','17','PALOL DE REVARDIT'),"
17,17124,17132,PALS,,"('17124','17132','17','PALS'),"
17,17125,17133,PARDINES,,"('17125','17133','17','PARDINES'),"
17,17126,17134,PARLAVA,,"('17126','17134','17','PARLAVA'),"
17,17128,17136,PAU,,"('17128','17136','17','PAU'),"
17,17129,17137,PEDRET I MARZA,,"('17129','17137','17','PEDRET I MARZA'),"
17,17130,17138,PERA (LA),,"('17130','17138','17','PERA (LA)'),"
17,17132,17140,PERALADA,,"('17132','17140','17','PERALADA'),"
17,17133,17142,PLANES D'HOSTOLES (LES),,"('17133','17142','17','PLANES D'HOSTOLES (LES)'),"
17,17134,17143,PLANOLES,,"('17134','17143','17','PLANOLES'),"
17,17135,17144,PONT DE MOLINS,,"('17135','17144','17','PONT DE MOLINS'),"
17,17136,17145,PONTOS,,"('17136','17145','17','PONTOS'),"
17,17137,17146,PORQUERES,,"('17137','17146','17','PORQUERES'),"
17,17138,17147,PORTBOU,,"('17138','17147','17','PORTBOU'),"
17,17139,17148,PRESES (LES),,"('17139','17148','17','PRESES (LES)'),"
17,17140,17149,PORT DE LA SELVA (EL),,"('17140','17149','17','PORT DE LA SELVA (EL)'),"
17,17141,17150,PUIGCERDA,,"('17141','17150','17','PUIGCERDA'),"
17,17142,17151,QUART,,"('17142','17151','17','QUART'),"
17,17143,17152,RABOS,,"('17143','17152','17','RABOS'),"
17,17144,17153,REGENCOS,,"('17144','17153','17','REGENCOS'),"
17,17145,17154,RIBES DE FRESER,,"('17145','17154','17','RIBES DE FRESER'),"
17,17146,17155,RIELLS I VIABREA,,"('17146','17155','17','RIELLS I VIABREA'),"
17,17147,17156,RIPOLL,,"('17147','17156','17','RIPOLL'),"
17,17148,17157,RIUDARENES,,"('17148','17157','17','RIUDARENES'),"
17,17149,17158,RIUDAURA,,"('17149','17158','17','RIUDAURA'),"
17,17150,17159,RIUDELLOTS DE LA SELVA,,"('17150','17159','17','RIUDELLOTS DE LA SELVA'),"
17,17151,17160,RIUMORS,,"('17151','17160','17','RIUMORS'),"
17,17152,17161,ROSES,,"('17152','17161','17','ROSES'),"
17,17153,17162,RUPIA,,"('17153','17162','17','RUPIA'),"
17,17154,17163,SALES DE LLIERCA,,"('17154','17163','17','SALES DE LLIERCA'),"
17,17155,17164,SALT,,"('17155','17164','17','SALT'),"
17,17157,17166,SANT ANDREU SALOU,,"('17157','17166','17','SANT ANDREU SALOU'),"
17,17158,17167,SANT CLIMENT SESCEBES,,"('17158','17167','17','SANT CLIMENT SESCEBES'),"
17,17159,17169,SANT FELIU DE BUIXALLEU,,"('17159','17169','17','SANT FELIU DE BUIXALLEU'),"
17,17160,17170,SANT FELIU DE GUIXOLS,,"('17160','17170','17','SANT FELIU DE GUIXOLS'),"
17,17161,17171,SANT FELIU DE PALLEROLS,,"('17161','17171','17','SANT FELIU DE PALLEROLS'),"
17,17162,17172,SANT FERRIOL,,"('17162','17172','17','SANT FERRIOL'),"
17,17163,17173,SANT GREGORI,,"('17163','17173','17','SANT GREGORI'),"
17,17164,17174,SANT HILARI SACALM,,"('17164','17174','17','SANT HILARI SACALM'),"
17,17165,17175,SANT JAUME DE LLIERCA,,"('17165','17175','17','SANT JAUME DE LLIERCA'),"
17,17166,17176,SANT JORDI DESVALLS,,"('17166','17176','17','SANT JORDI DESVALLS'),"
17,17167,17177,SANT JOAN DE LES ABADESSES,,"('17167','17177','17','SANT JOAN DE LES ABADESSES'),"
17,17168,17178,SANT JOAN DE MOLLET,,"('17168','17178','17','SANT JOAN DE MOLLET'),"
17,17169,17179,SANT JULIA DE RAMIS,,"('17169','17179','17','SANT JULIA DE RAMIS'),"
17,17170,17222,VALLFOGONA DE RIPOLLES,,"('17170','17222','17','VALLFOGONA DE RIPOLLES'),"
17,17171,17180,SANT LLORENÇ DE LA MUGA,,"('17171','17180','17','SANT LLORENÇ DE LA MUGA'),"
17,17172,17181,SANT MARTI DE LLEMENA,,"('17172','17181','17','SANT MARTI DE LLEMENA'),"
17,17173,17182,SANT MARTI VELL,,"('17173','17182','17','SANT MARTI VELL'),"
17,17174,17183,SANT MIQUEL DE CAMPMAJOR,,"('17174','17183','17','SANT MIQUEL DE CAMPMAJOR'),"
17,17175,17184,SANT MIQUEL DE FLUVIA,,"('17175','17184','17','SANT MIQUEL DE FLUVIA'),"
17,17176,17185,SANT MORI,,"('17176','17185','17','SANT MORI'),"
17,17177,17186,SANT PAU DE SEGURIES,,"('17177','17186','17','SANT PAU DE SEGURIES'),"
17,17178,17187,SANT PERE PESCADOR,,"('17178','17187','17','SANT PERE PESCADOR'),"
17,17180,17191,SANTA COLOMA DE FARNERS,,"('17180','17191','17','SANTA COLOMA DE FARNERS'),"
17,17181,17192,SANTA CRISTINA D'ARO,,"('17181','17192','17','SANTA CRISTINA D'ARO'),"
17,17182,17194,SANTA LLOGAIA D'ALGUEMA,,"('17182','17194','17','SANTA LLOGAIA D'ALGUEMA'),"
17,17183,17195,SANT ANIOL DE FINESTRES,,"('17183','17195','17','SANT ANIOL DE FINESTRES'),"
17,17184,17196,SANTA PAU,,"('17184','17196','17','SANTA PAU'),"
17,17185,17197,SANT JOAN LES FONTS,,"('17185','17197','17','SANT JOAN LES FONTS'),"
17,17186,17198,SARRIA DE TER,,"('17186','17198','17','SARRIA DE TER'),"
17,17187,17199,SAUS CAMALLERA I LLAMPAIES,,"('17187','17199','17','SAUS CAMALLERA I LLAMPAIES'),"
17,17188,17200,SELVA DE MAR (LA),,"('17188','17200','17','SELVA DE MAR (LA)'),"
17,17189,17201,CELLERA DE TER (LA),,"('17189','17201','17','CELLERA DE TER (LA)'),"
17,17190,17202,SERINYA,,"('17190','17202','17','SERINYA'),"
17,17191,17203,SERRA DE DARO,,"('17191','17203','17','SERRA DE DARO'),"
17,17192,17204,SETCASES,,"('17192','17204','17','SETCASES'),"
17,17193,17205,SILS,,"('17193','17205','17','SILS'),"
17,17194,17206,SUSQUEDA,,"('17194','17206','17','SUSQUEDA'),"
17,17195,17207,TALLADA D'EMPORDA (LA),,"('17195','17207','17','TALLADA D'EMPORDA (LA)'),"
17,17196,17209,TERRADES,,"('17196','17209','17','TERRADES'),"
17,17197,17210,TORRENT,,"('17197','17210','17','TORRENT'),"
17,17198,17211,TORROELLA DE FLUVIA,,"('17198','17211','17','TORROELLA DE FLUVIA'),"
17,17199,17212,TORROELLA DE MONTGRI,,"('17199','17212','17','TORROELLA DE MONTGRI'),"
17,17200,17213,TORTELLA,,"('17200','17213','17','TORTELLA'),"
17,17201,17214,TOSES,,"('17201','17214','17','TOSES'),"
17,17202,17215,TOSSA DE MAR,,"('17202','17215','17','TOSSA DE MAR'),"
17,17203,17216,ULTRAMORT,,"('17203','17216','17','ULTRAMORT'),"
17,17204,17217,ULLA,,"('17204','17217','17','ULLA'),"
17,17205,17218,ULLASTRET,,"('17205','17218','17','ULLASTRET'),"
17,17206,17220,URUS,,"('17206','17220','17','URUS'),"
17,17207,17017,VALL D'EN BAS (LA),,"('17207','17017','17','VALL D'EN BAS (LA)'),"
17,17208,17221,VALL DE BIANYA (LA),,"('17208','17221','17','VALL DE BIANYA (LA)'),"
17,17209,17223,VALL-LLOBREGA,,"('17209','17223','17','VALL-LLOBREGA'),"
17,17210,17224,VENTALLO,,"('17210','17224','17','VENTALLO'),"
17,17211,17225,VERGES,,"('17211','17225','17','VERGES'),"
17,17212,17226,VIDRA,,"('17212','17226','17','VIDRA'),"
17,17213,17227,VIDRERES,,"('17213','17227','17','VIDRERES'),"
17,17214,17228,VILABERTRAN,,"('17214','17228','17','VILABERTRAN'),"
17,17215,17229,VILABLAREIX,,"('17215','17229','17','VILABLAREIX'),"
17,17216,17230,VILADASENS,,"('17216','17230','17','VILADASENS'),"
17,17217,17231,VILADAMAT,,"('17217','17231','17','VILADAMAT'),"
17,17218,17232,VILADEMULS,,"('17218','17232','17','VILADEMULS'),"
17,17220,17234,VILADRAU,,"('17220','17234','17','VILADRAU'),"
17,17221,17235,VILAFANT,,"('17221','17235','17','VILAFANT'),"
17,17222,17236,VILAUR,,"('17222','17236','17','VILAUR'),"
17,17223,17237,VILAJUIGA,,"('17223','17237','17','VILAJUIGA'),"
17,17224,17238,VILALLONGA DE TER,,"('17224','17238','17','VILALLONGA DE TER'),"
17,17225,17240,VILAMACOLUM,,"('17225','17240','17','VILAMACOLUM'),"
17,17226,17241,VILAMALLA,,"('17226','17241','17','VILAMALLA'),"
17,17227,17242,VILAMANISCLE,,"('17227','17242','17','VILAMANISCLE'),"
17,17228,17243,VILANANT,,"('17228','17243','17','VILANANT'),"
17,17230,17245,VILA-SACRA,,"('17230','17245','17','VILA-SACRA'),"
17,17232,17247,VILOPRIU,,"('17232','17247','17','VILOPRIU'),"
17,17233,17248,VILOBI D'ONYAR,,"('17233','17248','17','VILOBI D'ONYAR'),"
17,17234,17249,BIURE,,"('17234','17249','17','BIURE'),"
17,17901,17064,CRUILLES MONELLS I SANT SADURNI DE L'HEURA,,"('17901','17064','17','CRUILLES MONELLS I SANT SADURNI DE L'HEURA'),"
17,17902,17250,FORALLAC,,"('17902','17250','17','FORALLAC'),"
17,17903,17251,SANT JULIA DEL LLOR I BONMATI,,"('17903','17251','17','SANT JULIA DEL LLOR I BONMATI'),"
18,18001,18002,AGRON,,"('18001','18002','18','AGRON'),"
18,18002,18003,ALAMEDILLA,,"('18002','18003','18','ALAMEDILLA'),"
18,18003,18004,ALBOLOTE,,"('18003','18004','18','ALBOLOTE'),"
18,18004,18005,ALBONDON,,"('18004','18005','18','ALBONDON'),"
18,18005,18006,ALBUÑAN,,"('18005','18006','18','ALBUÑAN'),"
18,18006,18007,ALBUÑOL,,"('18006','18007','18','ALBUÑOL'),"
18,18007,18008,ALBUÑUELAS,,"('18007','18008','18','ALBUÑUELAS'),"
18,18010,18011,ALDEIRE,,"('18010','18011','18','ALDEIRE'),"
18,18011,18012,ALFACAR,,"('18011','18012','18','ALFACAR'),"
18,18012,18013,ALGARINEJO,,"('18012','18013','18','ALGARINEJO'),"
18,18013,18014,ALHAMA DE GRANADA,,"('18013','18014','18','ALHAMA DE GRANADA'),"
18,18014,18015,ALHENDIN,,"('18014','18015','18','ALHENDIN'),"
18,18015,18016,ALICUN DE ORTEGA,,"('18015','18016','18','ALICUN DE ORTEGA'),"
18,18016,18017,ALMEGIJAR,,"('18016','18017','18','ALMEGIJAR'),"
18,18017,18018,ALMUÑECAR,,"('18017','18018','18','ALMUÑECAR'),"
18,18018,18019,ALQUIFE,,"('18018','18019','18','ALQUIFE'),"
18,18020,18021,ARENAS DEL REY,,"('18020','18021','18','ARENAS DEL REY'),"
18,18021,18022,ARMILLA,,"('18021','18022','18','ARMILLA'),"
18,18022,18023,ATARFE,,"('18022','18023','18','ATARFE'),"
18,18023,18024,BAZA,,"('18023','18024','18','BAZA'),"
18,18024,18025,BEAS DE GRANADA,,"('18024','18025','18','BEAS DE GRANADA'),"
18,18025,18026,BEAS DE GUADIX,,"('18025','18026','18','BEAS DE GUADIX'),"
18,18027,18028,BENALUA,,"('18027','18028','18','BENALUA'),"
18,18028,18029,BENALUA DE LAS VILLAS,,"('18028','18029','18','BENALUA DE LAS VILLAS'),"
18,18029,18030,BENAMAUREL,,"('18029','18030','18','BENAMAUREL'),"
18,18030,18031,BERCHULES,,"('18030','18031','18','BERCHULES'),"
18,18032,18033,BUBION,,"('18032','18033','18','BUBION'),"
18,18033,18034,BUSQUISTAR,,"('18033','18034','18','BUSQUISTAR'),"
18,18034,18035,CACIN,,"('18034','18035','18','CACIN'),"
18,18035,18036,CADIAR,,"('18035','18036','18','CADIAR'),"
18,18036,18037,CAJAR,,"('18036','18037','18','CAJAR'),"
18,18037,18038,CALICASAS,,"('18037','18038','18','CALICASAS'),"
18,18038,18039,CAMPOTEJAR,,"('18038','18039','18','CAMPOTEJAR'),"
18,18039,18040,CANILES,,"('18039','18040','18','CANILES'),"
18,18040,18041,CAÑAR,,"('18040','18041','18','CAÑAR'),"
18,18042,18043,CAPILEIRA,,"('18042','18043','18','CAPILEIRA'),"
18,18043,18044,CARATAUNAS,,"('18043','18044','18','CARATAUNAS'),"
18,18044,18045,CASTARAS,,"('18044','18045','18','CASTARAS'),"
18,18045,18046,CASTILLEJAR,,"('18045','18046','18','CASTILLEJAR'),"
18,18046,18047,CASTRIL,,"('18046','18047','18','CASTRIL'),"
18,18047,18048,CENES DE LA VEGA,,"('18047','18048','18','CENES DE LA VEGA'),"
18,18048,18049,CIJUELA,,"('18048','18049','18','CIJUELA'),"
18,18049,18050,COGOLLOS DE GUADIX,,"('18049','18050','18','COGOLLOS DE GUADIX'),"
18,18050,18051,COGOLLOS DE LA VEGA,,"('18050','18051','18','COGOLLOS DE LA VEGA'),"
18,18051,18052,COLOMERA,,"('18051','18052','18','COLOMERA'),"
18,18053,18054,CORTES DE BAZA,,"('18053','18054','18','CORTES DE BAZA'),"
18,18054,18055,CORTES Y GRAENA,,"('18054','18055','18','CORTES Y GRAENA'),"
18,18056,18057,CULLAR,,"('18056','18057','18','CULLAR'),"
18,18057,18058,CULLAR VEGA,,"('18057','18058','18','CULLAR VEGA'),"
18,18059,18060,CHAUCHINA,,"('18059','18060','18','CHAUCHINA'),"
18,18061,18062,CHIMENEAS,,"('18061','18062','18','CHIMENEAS'),"
18,18062,18064,CHURRIANA DE LA VEGA,,"('18062','18064','18','CHURRIANA DE LA VEGA'),"
18,18063,18065,DARRO,,"('18063','18065','18','DARRO'),"
18,18064,18066,DEHESAS DE GUADIX,,"('18064','18066','18','DEHESAS DE GUADIX'),"
18,18065,18202,DEHESAS VIEJAS,,"('18065','18202','18','DEHESAS VIEJAS'),"
18,18066,18068,DEIFONTES,,"('18066','18068','18','DEIFONTES'),"
18,18067,18069,DIEZMA,,"('18067','18069','18','DIEZMA'),"
18,18068,18070,DILAR,,"('18068','18070','18','DILAR'),"
18,18069,18071,DOLAR,,"('18069','18071','18','DOLAR'),"
18,18070,18072,DUDAR,,"('18070','18072','18','DUDAR'),"
18,18071,18073,DURCAL,,"('18071','18073','18','DURCAL'),"
18,18072,18074,ESCUZAR,,"('18072','18074','18','ESCUZAR'),"
18,18074,18076,FERREIRA,,"('18074','18076','18','FERREIRA'),"
18,18076,18078,FONELAS,,"('18076','18078','18','FONELAS'),"
18,18078,18080,FREILA,,"('18078','18080','18','FREILA'),"
18,18079,18081,FUENTE VAQUEROS,,"('18079','18081','18','FUENTE VAQUEROS'),"
18,18082,18084,GALERA,,"('18082','18084','18','GALERA'),"
18,18083,18085,GOBERNADOR,,"('18083','18085','18','GOBERNADOR'),"
18,18084,18086,GOJAR,,"('18084','18086','18','GOJAR'),"
18,18085,18087,GOR,,"('18085','18087','18','GOR'),"
18,18086,18088,GORAFE,,"('18086','18088','18','GORAFE'),"
18,18087,18900,GRANADA,,"('18087','18900','18','GRANADA'),"
18,18088,18090,GUADAHORTUNA,,"('18088','18090','18','GUADAHORTUNA'),"
18,18089,18091,GUADIX,,"('18089','18091','18','GUADIX'),"
18,18093,18095,GUALCHOS,,"('18093','18095','18','GUALCHOS'),"
18,18094,18096,GUEJAR SIERRA,,"('18094','18096','18','GUEJAR SIERRA'),"
18,18095,18097,GUEVEJAR,,"('18095','18097','18','GUEVEJAR'),"
18,18096,18098,HUELAGO,,"('18096','18098','18','HUELAGO'),"
18,18097,18099,HUENEJA,,"('18097','18099','18','HUENEJA'),"
18,18098,18100,HUESCAR,,"('18098','18100','18','HUESCAR'),"
18,18099,18101,HUETOR DE SANTILLAN,,"('18099','18101','18','HUETOR DE SANTILLAN'),"
18,18100,18102,HUETOR TAJAR,,"('18100','18102','18','HUETOR TAJAR'),"
18,18101,18103,HUETOR VEGA,,"('18101','18103','18','HUETOR VEGA'),"
18,18102,18104,ILLORA,,"('18102','18104','18','ILLORA'),"
18,18103,18106,ITRABO,,"('18103','18106','18','ITRABO'),"
18,18105,18107,IZNALLOZ,,"('18105','18107','18','IZNALLOZ'),"
18,18106,18203,JATAR,,"('18106','18203','18','JATAR'),"
18,18107,18109,JAYENA,,"('18107','18109','18','JAYENA'),"
18,18108,18110,JEREZ DEL MARQUESADO,,"('18108','18110','18','JEREZ DEL MARQUESADO'),"
18,18109,18111,JETE,,"('18109','18111','18','JETE'),"
18,18111,18113,JUN,,"('18111','18113','18','JUN'),"
18,18112,18114,JUVILES,,"('18112','18114','18','JUVILES'),"
18,18114,18116,CALAHORRA (LA),,"('18114','18116','18','CALAHORRA (LA)'),"
18,18115,18117,LACHAR,,"('18115','18117','18','LACHAR'),"
18,18116,18118,LANJARON,,"('18116','18118','18','LANJARON'),"
18,18117,18119,LANTEIRA,,"('18117','18119','18','LANTEIRA'),"
18,18119,18063,LECRIN,,"('18119','18063','18','LECRIN'),"
18,18120,18121,LENTEGI,,"('18120','18121','18','LENTEGI'),"
18,18121,18122,LOBRAS,,"('18121','18122','18','LOBRAS'),"
18,18122,18123,LOJA,,"('18122','18123','18','LOJA'),"
18,18123,18124,LUGROS,,"('18123','18124','18','LUGROS'),"
18,18124,18125,LUJAR,,"('18124','18125','18','LUJAR'),"
18,18126,18127,MALAHA (LA),,"('18126','18127','18','MALAHA (LA)'),"
18,18127,18128,MARACENA,,"('18127','18128','18','MARACENA'),"
18,18128,18129,MARCHAL,,"('18128','18129','18','MARCHAL'),"
18,18132,18133,MOCLIN,,"('18132','18133','18','MOCLIN'),"
18,18133,18134,MOLVIZAR,,"('18133','18134','18','MOLVIZAR'),"
18,18134,18135,MONACHIL,,"('18134','18135','18','MONACHIL'),"
18,18135,18137,MONTEFRIO,,"('18135','18137','18','MONTEFRIO'),"
18,18136,18138,MONTEJICAR,,"('18136','18138','18','MONTEJICAR'),"
18,18137,18139,MONTILLANA,,"('18137','18139','18','MONTILLANA'),"
18,18138,18140,MORALEDA DE ZAFAYONA,,"('18138','18140','18','MORALEDA DE ZAFAYONA'),"
18,18140,18142,MOTRIL,,"('18140','18142','18','MOTRIL'),"
18,18141,18144,MURTAS,,"('18141','18144','18','MURTAS'),"
18,18143,18146,NIGUELAS,,"('18143','18146','18','NIGUELAS'),"
18,18144,18147,NIVAR,,"('18144','18147','18','NIVAR'),"
18,18145,18148,OGIJARES,,"('18145','18148','18','OGIJARES'),"
18,18146,18149,ORCE,,"('18146','18149','18','ORCE'),"
18,18147,18150,ORGIVA,,"('18147','18150','18','ORGIVA'),"
18,18148,18151,OTIVAR,,"('18148','18151','18','OTIVAR'),"
18,18149,18152,VILLA DE OTURA,,"('18149','18152','18','VILLA DE OTURA'),"
18,18150,18153,PADUL,,"('18150','18153','18','PADUL'),"
18,18151,18154,PAMPANEIRA,,"('18151','18154','18','PAMPANEIRA'),"
18,18152,18155,PEDRO MARTINEZ,,"('18152','18155','18','PEDRO MARTINEZ'),"
18,18153,18156,PELIGROS,,"('18153','18156','18','PELIGROS'),"
18,18154,18157,PEZA (LA),,"('18154','18157','18','PEZA (LA)'),"
18,18157,18160,PINOS GENIL,,"('18157','18160','18','PINOS GENIL'),"
18,18158,18161,PINOS PUENTE,,"('18158','18161','18','PINOS PUENTE'),"
18,18159,18162,PIÑAR,,"('18159','18162','18','PIÑAR'),"
18,18161,18164,POLICAR,,"('18161','18164','18','POLICAR'),"
18,18162,18165,POLOPOS,,"('18162','18165','18','POLOPOS'),"
18,18163,18166,PORTUGOS,,"('18163','18166','18','PORTUGOS'),"
18,18164,18167,PUEBLA DE DON FADRIQUE,,"('18164','18167','18','PUEBLA DE DON FADRIQUE'),"
18,18165,18168,PULIANAS,,"('18165','18168','18','PULIANAS'),"
18,18167,18170,PURULLENA,,"('18167','18170','18','PURULLENA'),"
18,18168,18171,QUENTAR,,"('18168','18171','18','QUENTAR'),"
18,18170,18173,RUBITE,,"('18170','18173','18','RUBITE'),"
18,18171,18174,SALAR,,"('18171','18174','18','SALAR'),"
18,18173,18176,SALOBREÑA,,"('18173','18176','18','SALOBREÑA'),"
18,18174,18177,SANTA CRUZ DEL COMERCIO,,"('18174','18177','18','SANTA CRUZ DEL COMERCIO'),"
18,18175,18178,SANTA FE,,"('18175','18178','18','SANTA FE'),"
18,18176,18179,SOPORTUJAR,,"('18176','18179','18','SOPORTUJAR'),"
18,18177,18180,SORVILAN,,"('18177','18180','18','SORVILAN'),"
18,18178,18181,TORRE-CARDELA,,"('18178','18181','18','TORRE-CARDELA'),"
18,18179,18182,TORVIZCON,,"('18179','18182','18','TORVIZCON'),"
18,18180,18183,TREVELEZ,,"('18180','18183','18','TREVELEZ'),"
18,18181,18185,TURON,,"('18181','18185','18','TURON'),"
18,18182,18186,UGIJAR,,"('18182','18186','18','UGIJAR'),"
18,18183,18187,VALOR,,"('18183','18187','18','VALOR'),"
18,18184,18188,VELEZ DE BENAUDALLA,,"('18184','18188','18','VELEZ DE BENAUDALLA'),"
18,18185,18189,VENTAS DE HUELMA,,"('18185','18189','18','VENTAS DE HUELMA'),"
